cook_time,cuisine,ingredients,ingredients_full,name,prep_time,rating,rating_count,servings
1 to 2 hours,Caribbean,"thyme,allspice,bay leaf,garlic,ginger,onion,yeast extract,black pepper,potato,sweet potato,butternut squash,spring onions,Scotch bonnet chillies,coconut milk,butter beans,spinach,plain flour,salt","600g/1lb 5oz stewing beef, such as shin, fat and sinew trimmed, cut into small pieces,4 sprigs fresh thyme, leaves only,6 allspice berries,1 bay leaf,1 garlic clove, peeled, finely chopped,10cm/4in piece root ginger, peeled, very finely sliced,1 onion, peeled, chopped,1.2 litres/2 pints beef stock or water, mixed with 2 tsp yeast extract,salt and freshly ground black pepper,450g/1lb yam or potato, peeled, cut into 3cm/1¼in pieces,400g/14oz sweet potato, peeled, cut into 4cm/1¾in pieces,450g/1lb pumpkin or butternut squash, peeled, cut into 4cm/1¾in pieces,4 large spring onions, trimmed, lightly crushed with the edge of a knife,2-4 Scotch bonnet chillies, finely chopped,1 x 400ml/14fl oz can coconut milk,1 x 400g/14oz can butter beans, drained and rinsed,150g/5½oz spinach or callaloo, leaves only, washed, shredded,150g/5½oz plain flour,pinch salt,4-5 tbsp cold water",Pepperpot stew with spillers dumplings,less than 30 mins,5,3,Serves 8
10 to 30 mins,Caribbean,"plantains,black beans,sea salt,black pepper,chilli,herbs,fresh coriander,red onion,plain flour,olive oil,iceberg lettuce,burger,tomato,avocado,chilli sauce","2 ripe plantains,400g tin black beans, drained and rinsed,1 tsp sea salt flakes,1 tsp freshly ground black pepper,1 Scotch bonnet or other chilli, seeds removed, chopped  ,1 tsp mixed dried herbs ,2 tbsp finely chopped fresh coriander,1 red onion, finely chopped,250g/9oz plain flour ,2 tbsp olive oil,iceberg lettuce, shredded,4 vegan burger buns, split,1 large tomato, thickly sliced,1 avocado, sliced,sweet chilli sauce",Plantain and bean burgers ,1-2 hours,4,1,Serves 4
10 to 30 mins,Caribbean,"flour,flour,flour,baking powder,dried chilli,black pepper,sea salt,sunflower oil,desiccated coconut,curry powder,sweet potatoes,ginger,Scotch bonnet chilli,coconut milk,vegetable stock,sugar,prawns,spring onions,lime","200g/7oz plain flour (or a mixture of 50g/1¾oz wholemeal flour and 150g/5½oz plain flour), plus extra for dusting,4 tsp baking powder,1-2 tsp dried chilli flakes, to taste,1 tsp cracked black pepper,1 tsp fine sea salt,4 tsp sunflower oil ,2 tsp desiccated coconut,2 tbsp medium or hot curry powder ,2 sweet potatoes, peeled and cut into 1cm/½in cubes,4cm/1½in piece fresh root ginger, peeled, cut into long thin strips,1/5 Scotch bonnet chilli or 1 red chilli, seeds removed (optional), finely chopped ,1 x 400g/14oz can coconut milk ,250ml/9fl oz vegetable stock,75g/2½oz sugar snap peas,75g/2½oz baby corn, halved lengthways,225g/8oz raw, peeled jumbo king prawns (defrosted if frozen),1 bunch spring onions, trimmed and sliced,1 lime, juice only","Prawn, sweet potato and lime curry with chilli and black pepper roti bread",30 mins to 1 hour,4.923076923076923,13,Serves 4
30 mins to 1 hour,Caribbean,"turmeric,mustard seeds,garlic,chilli,salt,chicken,black pepper,onions,butternut squash,aubergines,waxy potatoes,coconut milk,chicken stock,tamarind,bay leaves,mango,papaya,lime,rum,rice","¼ tsp ground turmeric,1 tsp ground coriander,1 tsp yellow mustard seeds,3 garlic cloves, roughly chopped ,½-1 Scotch bonnet chilli, seeds removed,1 tsp sea salt flakes,12 chicken pieces (a mixture of thighs and drumsticks),salt and freshly ground black pepper,4 tbsp sunflower or groundnut oil,2 onions, roughly chopped,500g/1lb 2oz butternut squash, peeled, seeds removed, cut into 5cm/2in cubes,2 aubergines, cut into 4cm/1½in cubes,2-3 large waxy potatoes, peeled and cut into 4cm/1½in pieces,1 x 400ml/14fl oz can coconut milk,300ml/½ pint chicken stock,1 tbsp tamarind paste ,3 small bay leaves ,1 large ripe mango, peeled, core removed, chopped into 5cm/2in pieces,1 large ripe papaya, peeled, seeds removed, sliced,½ lime, juice only,1½ tbsp rum (optional),330g/¾lb rice, cooked according to packet instructions, to serve",Caribbean chicken curry,less than 30 mins,5,2,Serves 6
10 to 30 mins,Caribbean,"salmon,sea salt,black pepper,herbs,cayenne pepper,butter,onion,garlic,pepper,carrot,thyme,mango chutney,lemon juice,Scotch bonnet chilli","4 salmon fillets (approximately 520g/1lb 3oz),1 tsp sea salt flakes,1 tsp freshly ground black pepper,½ tsp dried mixed herbs,1 tsp cayenne pepper,2 tbsp butter,1 onion, sliced,4 garlic cloves, finely chopped,½ red pepper, seeds removed, sliced,½ carrot, julienned (cut into thin strips),1 tsp fresh thyme leaves,4 tbsp mango chutney,squeeze lemon juice,½ Scotch bonnet chilli, seeds removed, sliced ",Mango salmon ,1-2 hours,4.666666666666667,12,Serves 4
over 2 hours,Caribbean,"goat,jerk seasoning,oil,coconut oil,milk,coconut milk,polenta,butter,pineapple,chillies,white wine vinegar,caster sugar,black pepper,coriander cress,chilli","1 shoulder of goat,200g/7oz ready-made jerk seasoning  ,oil, for frying,100g/3½oz corn nuts (toasted corn),1.3 litres/2¼ pints stout,100ml/3½fl oz coconut oil ,1 litre/1¾ pint full-fat milk ,250ml/9fl oz coconut milk,500g/1lb 2oz polenta ,250g/9oz unsalted butter ,1 whole pineapple,2 red chillies, sliced,200ml/7fl oz white wine vinegar ,100g/3½oz caster sugar,salt and freshly ground black pepper ,2 tbsp coriander cress, to serve,200g/7oz Scotch bonnet jam or any chilli jam, to serve",Jerk spiced shoulder of goat,less than 30 mins,4.5,4,Serves 2
10 to 30 mins,Caribbean,"pineapple juice,vinegar,molasses,black pepper,lamb neck,peppers,peppers,red onions,pineapple,bananas,egg yolks,Dijon mustard,black pepper,garlic,lime,olive oil,chilli,coriander,flatbreads,iceberg lettuce","175ml/6fl oz pineapple juice,4 tbsp malt vinegar,115g/4oz molasses sugar,salt and freshly ground black pepper,750g/1lb 10oz lamb neck fillet, fat trimmed, cut into 3cm/1¼in cubes,2 large red peppers, seeds removed, cut into 3cm/1¼in squares,2 large green peppers, seeds removed, cut into 3cm/1¼in squares,2 red onions, peeled, chopped into 3cm/1¼in wedges,1 fresh pineapple, skin and core removed, flesh cut into quarters, then chopped,3 large bananas (not too ripe), peeled, chopped,sunflower or groundnut oil, for brushing,2 free-range egg yolks ,1 tsp Dijon mustard,salt and freshly ground black pepper,1 large garlic clove, crushed to a paste with the edge of a knife ,1 lime, juice only,290ml/9¾fl oz sunflower or light olive oil ,1 red chilli, seeds removed (half reserved), shredded ,small bunch coriander, leaves only, finely chopped ,5-6 flatbreads,½ iceberg lettuce, shredded","Lamb, pepper and pineapple kebabs with lime, chilli and coriander mayonnaise",over 2 hours,3.6666666666666665,3,Makes 10-12
30 mins to 1 hour,Mexican,"oregano,cumin,smoked paprika,limes,chicken thighs,tomatoes,red onion,chillies,garlic,olive oil,chipotle,coriander,limes,pepper,avocados,soured cream,lime,lemon,olive oil,corn tortillas,flour tortillas,soured cream,cheese,coriander,spring onions","2 tsp celery salt,1 tbsp dried oregano,1 tsp dried red chilli flakes,1 tsp garlic salt,2 tsp ground cumin,1 tsp smoked paprika,2 limes, finely grated zest and juice only,6 chicken thighs, skin removed,6 tomatoes, halved,1 large red onion, cut into wedges,2 fat red or green chillies,4 garlic cloves, peeled,olive oil, for brushing,1 dried chipotle chilli,small bunch fresh coriander,2 limes, juice only,salt and freshly ground black pepper,3 ripe avocados,3 tbsp soured cream,½ lime, finely grated zest and juice,½ unwaxed lemon, finely grated zest and juice  ,1 tbsp olive oil,12-18 <a href=""http://www.bbc.co.uk/food/recipes/corn_tortilla_59257"">corn tortillas</a> or flour tortillas (3 per person),soured cream, to taste,200g/7oz Monterey Jack or strong cheddar cheese, grated,1 bunch coriander, finely chopped,1 bunch spring onions, finely chopped",Tortilla towers,1-2 hours,3,2,Serves 4-6
10 to 30 mins,Caribbean,"okra,red onion,peas,parsley,garlic,cumin,plain flour,baking powder,egg,milk,vegetable oil,black pepper,vegetable oil,olive oil,lemons,orange,coriander seeds,carrots,red mullet,saffron,plantain,vegetable oil,coriander,basil,watercress,nasturtium,nasturtium,okra,chilli,chilli,olive oil,yoghurt,lemon","40g/1½oz okra, sliced,10g/⅓oz red onion, finely chopped,25g/1oz frozen peas, chopped,1 tbsp roughly chopped flatleaf parsley,pinch finely chopped garlic,pinch ground cumin,40g/1½oz plain flour, sieved,¼ tsp baking powder,1 free-range egg, beaten,2 tbsp whole milk,2 tbsp crème fraiche,vegetable oil, for shallow frying,salt and freshly ground black pepper,100ml/3½fl oz vegetable oil, plus extra for shallow frying,100ml/3½fl oz olive oil,3 lemons, juice only,1 orange, juice only ,pinch sugar,¼ tsp coriander seeds, crushed,30g/1oz carrots, thinly sliced,4 small red mullet fillets, scaled and pin-boned,pinch saffron strands ,1 green or yellow plantain, peeled and sliced ,vegetable oil, for deep-frying,40g/1½oz micro coriander ,40g/1½oz micro red basil,40g/1½oz baby watercress,40g/1½oz nasturtium leaves,40g/1½oz nasturtium flowers,20g/¾oz okra, thinly sliced,¼ red chilli (optional),¼ green chilli (optional),2 tbsp olive oil,165g/6oz Greek-style plain yoghurt,1 lemon, cut into wedges",Marinated red mullet with okra and pea fritters and fried plantain,less than 30 mins,5,1,Serves 4
over 2 hours,Mexican,"onions,garlic,chillies,chilli powder,chilli powder,cumin,coriander,cinnamon,oregano,brown sugar,tomato purée,chopped tomatoes,coffee,black beans,black pepper,chillies,fresh coriander,avocado,cheese,soured cream","4 tbsp beef dripping or lard,1kg/2lb 4oz braising steak, cut into large chunks,2 onions, finely chopped,4 garlic cloves, finely chopped,1–3 fresh jalapeño chillies, finely chopped, to taste,2–3 tsp chilli powder, to taste,1 tsp smoked chilli powder, such as chipotle,1 tbsp ground cumin,1 tbsp ground coriander,1 tsp ground cinnamon,1 tbsp dried oregano,2 tbsp light brown sugar,2 tbsp tomato purée,400g tin chopped tomatoes,100ml/3½fl oz strong coffee,500ml/18fl oz stout or porter,3 x 400g tins red kidney, pinto or black beans (a mixture is nice), drained and rinsed,salt and freshly ground black pepper,fresh chillies, sliced ,fresh coriander, chopped ,avocado, diced ,cheese, grated ,soured cream ",Tex-Mex beef chilli,less than 30 mins,4,8,Serves 8–10
10 to 30 mins,Spanish,"olive oil,red onion,garlic,chorizo,thyme,olives,cherry tomatoes,black pepper,sea bass,thyme,olive oil","2 tbsp olive oil,1 red onion, roughly chopped,1 garlic clove, roughly chopped,100g/3½oz chorizo, cut into chunks,2-3 sprigs thyme,50g/1¾oz black olives, stones removed,8 cherry tomatoes,salt and freshly ground black pepper,1 large sea bass, head removed, scaled and gutted ,small bunch fresh thyme,2 tbsp extra virgin olive oil","Roasted sea bass with chorizo, red onion and cherry tomatoes",less than 30 mins,5,5,Serves 4
10 to 30 mins,Mexican,"vegetable oil,spring onions,pepper,cumin,smoked paprika,roast chicken,wraps,fresh coriander,lime,soured cream,black pepper","1 tsp vegetable oil,4 spring onions, finely sliced,1 red pepper, seeds removed, finely sliced,½ tsp ground cumin,½ tsp smoked paprika,125g/4½oz leftover roast chicken (breast meat, if possible),2 wholemeal wraps,1 tbsp roughly chopped fresh coriander,1 lime, halved,25g/1oz reduced fat soured cream,salt and freshly ground black pepper",Leftover roast chicken fajitas ,less than 30 mins,5,10,Serves 2
30 mins to 1 hour,Mexican,"olive oil,onion,garlic,cumin,smoked paprika,tomato purée,black beans,sea salt,passata,caster sugar,oregano,flour tortillas,avocados,lime,red onion","2 tbsp light olive oil,1 large brown onion, finely chopped,1 large garlic clove, finely chopped,½ tsp ground cumin,½ tsp sweet smoked paprika,½ tsp Cajun seasoning,2 tbsp tomato purée,2 x 400g tins black beans,sea salt,400ml/14fl oz passata,1 tsp caster sugar,1 tsp dried oregano,6 large soft flour tortillas,2 large ripe avocados,½–1 lime, juice only,½ red onion, very finely chopped",Vegan black bean enchiladas ,less than 30 mins,5,1,Serves 4–6
10 to 30 mins,Mexican,"smoked paprika,cumin,coriander,olive oil,turkey mince,sherry vinegar,shallots,garlic,pepper,pepper,pepper,pepper,lime,cheddar,butter,salt,guacamole","4 tsp smoked paprika,2 tsp ground cumin,2 tsp ground coriander,2 tsp celery salt,5 tbsp olive oil,500g/1lb 2oz turkey mince,6 tsp spice mix (from above),2 tbsp sherry vinegar,2 banana shallots, finely chopped,1 large garlic clove, grated,1 red pepper, finely chopped,1 yellow pepper, finely chopped,1 green pepper, finely chopped,50g/1¾oz roasted red pepper (from a jar), roughly chopped,1 lime, zest and juice,8 white tortillas,150g/5½oz cheddar, grated,2 knobs butter,salt,guacamole, to serve,tomato salsa, to serve",Turkey taquitos,less than 30 mins,5,2,Serves 4
30 mins to 1 hour,Mexican,"tomatoes,garlic,chillies,olive oil,red onions,pepper,pepper,celery,cumin,thyme,bay leaves,oregano,coriander,stock,black beans,sweetcorn,black pepper,leftover turkey,lime,olive oil,avocados,lime,salt,spring onions,cheese","500g/1lb 2oz ripe tomatoes,½ head garlic cloves, unpeeled,2 dried ancho chillies,2 tbsp olive oil,2 red onions, cut into thin wedges,1 red pepper, diced,1 green pepper, diced,2 sticks celery, sliced,2 tsp ground cumin,large sprig thyme,2 bay leaves,1 tsp dried oregano,small bunch coriander, stems and leaves separated,1.25 litres/2 pints turkey stock,250g/9oz cooked black beans,250g/9oz sweetcorn,salt and freshly ground black pepper,300g/10½oz leftover turkey meat, cut into strips,1 lime, juice only (optional),6-8 corn tortillas, cut into wedges or strips,2 tbsp olive oil,2 avocados, peeled, stones removed, diced,1 lime, juice only,salt, to taste,3-4 spring onions, finely sliced,100g/3½oz grated hard cheese",Turkey tortilla soup,less than 30 mins,5,2,Serves 4-6
10 to 30 mins,Mexican,"olive oil,onion,garlic,chopped tomatoes,oregano,oregano,black pepper,olive oil,garlic,red onion,pepper,courgette,turkey mince,cheddar","1 tbsp olive oil,1 onion, chopped,1 garlic clove, crushed ,200ml/7fl oz passata (or 1 x 400g tin chopped tomatoes),1 tsp chopped fresh oregano (or 1/2 tsp dried oregano),½ tsp freshly ground black pepper,1 tbsp olive oil,1 garlic clove, crushed,1 red onion, chopped,1 red pepper, seeds and core removed, finely chopped,1 courgette, chopped,170g/6oz turkey mince,85g/3oz cheddar, grated,4 wholemeal tortillas",Turkey enchiladas,less than 30 mins,4.166666666666667,6,Makes 4
10 to 30 mins,Mexican,"chilli powder,cumin,smoked paprika,oregano,sea salt,oil,lime,sweet potatoes,pepper,pepper,onion,onion,tomatoes,fresh coriander,sea salt,wraps,soured cream,guacamole","2 tsp chilli powder,½ tsp ground cumin,½ tsp sweet smoked paprika,½ tsp dried oregano,½ tsp sea salt,1 tbsp vegetable oil,1 lime, juice only,2 sweet potatoes, scrubbed and cut into bite-sized pieces,1 red pepper, seeds removed and cut into bite-sized pieces,1 yellow pepper, seeds removed and cut into bite-sized pieces,1 onion, cut into bite-sized pieces,½ onion, finely chopped,1 jalapeño pepper, seeds removed and finely chopped,2 large red tomatoes, finely chopped,1 tbsp finely chopped fresh coriander leaves,sea salt,soft tortilla wraps,soured cream or coconut yoghurt,guacamole (optional)",Sweet potato traybake fajitas,less than 30 mins,5,6,Serves 2
10 to 30 mins,Mexican,"cumin,chilli powder,oregano,steaks,sunflower oil,sea salt,sunflower oil,red onion,chilli,cherry tomatoes,coriander,lime,black pepper,avocado,soured cream,lime,black pepper","1 tsp ground cumin,½ tsp chilli powder,½ tsp dried oregano,2 bavette steaks, about 150g/5½oz  each,1-calorie sunflower oil spray,sea salt ,4 corn tortilla wraps, 15cm/6in in diameter,1 corn on the cob,1-calorie sunflower oil spray,½ red onion, finely chopped,1 green jalapeño chilli pepper, finely chopped,8 cherry tomatoes, quartered,small handful roughly chopped coriander (including stalks),½ lime, juice only ,salt and freshly ground black pepper,½ ripe avocado,50ml/2fl oz reduced fat soured cream,½ lime, juice only,salt and freshly ground black pepper",Steak tacos with burnt corn salsa,less than 30 mins,4.631578947368421,19,Serves 2
30 mins to 1 hour,Mexican,"olive oil,onion,garlic,bay leaves,rosemary,cumin,chilli,chilli powder,beef mince,chopped tomatoes,honey,beef stock,black pepper,avocado,red onion,cucumber,lemon,fresh coriander","drizzle olive oil,1 large onion, very finely chopped,2 garlic cloves, very finely chopped,2 bay leaves,2 sprigs fresh rosemary, leaves only, very finely chopped,2 tsp ground cumin,1 red chilli, chopped (optional),1-3 tsp chilli powder, to taste,500g/1lb 2oz lean beef mince,1 x 400g tin chopped tomatoes,1 tbsp clear honey,250ml/9fl oz red wine or beef stock,boiled long-grain rice, to serve,salt and freshly ground black pepper,1 ripe avocado, skin and stone removed, finely diced,½ red onion, finely diced,¼ cucumber, finely diced,½ lemon, juice only,handful roughly chopped fresh coriander leaves (optional), plus extra to serve",Spicy chilli con carne with guacamole,less than 30 mins,4.076923076923077,13,Serves 4
30 mins to 1 hour,Mexican,"olive oil,beef mince,red onion,garlic,chilli,celery,beef stock,chilli paste,chilli sauce,chopped tomatoes,coriander,Cheddar,black pepper,crème fraîche","1 tbsp olive oil, plus extra for greasing,500g/1lb 2oz beef mince ,1 red onion, finely chopped,3 garlic cloves, crushed or grated,1 red chilli, chopped, plus extra to garnish,1 celery stick, finely chopped,1 beef stock cube,2–4 tbsp chipotle chilli paste,400g tin red kidney beans in chilli sauce,400g tin chopped tomatoes,4 tbsp chopped fresh coriander (leaves and stalks), plus extra to garnish,8 soft corn tortillas (regular size),3 tbsp sliced red jalapeños in brine, drained,200g/7oz Cheddar, grated,salt and freshly ground black pepper,soured cream or crème fraîche, to serve (optional)",Beef enchiladas ,less than 30 mins,4.818181818181818,22,Serves 4
